"ID";"Geslacht";"Leeftijd";"RegioS";"Perioden";"TotaalNieuwvormingen_8";"TotaalEndocrieneVoedingsStofwZ_32";"TotaalPsychischeStoornissen_35";"TotaalZiektenVanHartEnVaatstelsel_43";"TotaalZiektenVanDeKransvaten_44";"k_711AcuutHartinfarct_45";"k_712OverigeZiektenVanDeKransvaten_46";"k_72OverigeHartziekten_47";"TotaalZiektenVanDeAdemhalingsorganen_50";"k_81Griep_51";"k_82Longontsteking_52";"TotaalChronischeAandOndersteLucht_53";"k_831Astma_54";"k_832OvChronAandOndersteLuchtw_55";"k_84OverigeZiektenAdemhalingsorganen_56";"TotaalZiektenSpierenBeendBindwfsl_64";"k_111ReumatoideArtritisEnArtrose_65";"k_112OvZktnSpierenBeendBindwfsl_66"
"51704";"4000   ";"41650";"GM0200";"2022JJ00";"       2";"       1";"       1";"       4";"       1";"       0";"       1";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"51705";"4000   ";"41650";"GM0200";"2023JJ00";"       6";"       1";"       2";"       3";"       0";"       0";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"51706";"4000   ";"41650";"GM0200";"2024JJ00";"       9";"       0";"       2";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"51733";"4000   ";"41650";"GM0202";"2022JJ00";"      10";"       1";"       1";"       4";"       2";"       2";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"51734";"4000   ";"41650";"GM0202";"2023JJ00";"      11";"       3";"       1";"       2";"       0";"       0";"       0";"       2";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"51735";"4000   ";"41650";"GM0202";"2024JJ00";"       7";"       0";"       0";"       1";"       0";"       0";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       1"
"51762";"4000   ";"41650";"GM0758";"2022JJ00";"       6";"       0";"       1";"       4";"       1";"       0";"       1";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"51763";"4000   ";"41650";"GM0758";"2023JJ00";"       7";"       2";"       1";"       1";"       0";"       0";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"51764";"4000   ";"41650";"GM0758";"2024JJ00";"      12";"       1";"       0";"       3";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"51791";"4000   ";"41650";"GM0505";"2022JJ00";"       5";"       1";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"51792";"4000   ";"41650";"GM0505";"2023JJ00";"       4";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"51793";"4000   ";"41650";"GM0505";"2024JJ00";"       1";"       0";"       2";"       0";"       0";"       0";"       0";"       0";"       1";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"51820";"4000   ";"41650";"GM0228";"2022JJ00";"       4";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       1";"       1";"       0"
"51821";"4000   ";"41650";"GM0228";"2023JJ00";"       4";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"51822";"4000   ";"41650";"GM0228";"2024JJ00";"       5";"       0";"       2";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"51849";"4000   ";"41650";"GM0772";"2022JJ00";"      11";"       2";"       3";"       2";"       0";"       0";"       0";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       0";"       0"
"51850";"4000   ";"41650";"GM0772";"2023JJ00";"       8";"       2";"       0";"       1";"       0";"       0";"       0";"       1";"       1";"       0";"       0";"       1";"       1";"       0";"       0";"       0";"       0";"       0"
"51851";"4000   ";"41650";"GM0772";"2024JJ00";"       5";"       1";"       0";"       5";"       0";"       0";"       0";"       1";"       3";"       0";"       0";"       1";"       0";"       1";"       2";"       0";"       0";"       0"
"51878";"4000   ";"41650";"GM0114";"2022JJ00";"      11";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"51879";"4000   ";"41650";"GM0114";"2023JJ00";"       8";"       0";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       1"
"51880";"4000   ";"41650";"GM0114";"2024JJ00";"       5";"       0";"       1";"       1";"       0";"       0";"       0";"       1";"       3";"       0";"       0";"       3";"       0";"       3";"       0";"       0";"       0";"       0"
"51907";"4000   ";"41650";"GM0153";"2022JJ00";"      11";"       0";"       0";"       3";"       0";"       0";"       0";"       0";"       1";"       0";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0"
"51908";"4000   ";"41650";"GM0153";"2023JJ00";"       7";"       2";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"51909";"4000   ";"41650";"GM0153";"2024JJ00";"       5";"       0";"       1";"       5";"       1";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       1"
"51936";"4000   ";"41650";"GM0518";"2022JJ00";"      34";"       3";"       3";"       7";"       2";"       0";"       2";"       1";"       3";"       1";"       2";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"51937";"4000   ";"41650";"GM0518";"2023JJ00";"      22";"       0";"       3";"       3";"       0";"       0";"       0";"       1";"       1";"       0";"       0";"       0";"       0";"       0";"       1";"       2";"       0";"       2"
"51938";"4000   ";"41650";"GM0518";"2024JJ00";"      17";"       1";"       3";"       9";"       1";"       1";"       0";"       2";"       1";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"51965";"4000   ";"41650";"GM0014";"2022JJ00";"      11";"       1";"       4";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"51966";"4000   ";"41650";"GM0014";"2023JJ00";"      10";"       2";"       3";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0"
"51967";"4000   ";"41650";"GM0014";"2024JJ00";"      13";"       0";"       2";"       6";"       0";"       0";"       0";"       3";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"51994";"4000   ";"41650";"GM0392";"2022JJ00";"      10";"       1";"       1";"       2";"       1";"       1";"       0";"       0";"       2";"       2";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"51995";"4000   ";"41650";"GM0392";"2023JJ00";"       8";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       1"
"51996";"4000   ";"41650";"GM0392";"2024JJ00";"       4";"       0";"       0";"       2";"       0";"       0";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"52023";"4000   ";"41650";"GM0394";"2022JJ00";"      11";"       0";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"52024";"4000   ";"41650";"GM0394";"2023JJ00";"       4";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"52025";"4000   ";"41650";"GM0394";"2024JJ00";"       7";"       0";"       1";"       2";"       0";"       0";"       0";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       0";"       0"
"52052";"4000   ";"41650";"GM0796";"2022JJ00";"       5";"       0";"       0";"       1";"       0";"       0";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"52053";"4000   ";"41650";"GM0796";"2023JJ00";"       6";"       0";"       2";"       4";"       0";"       0";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"52054";"4000   ";"41650";"GM0796";"2024JJ00";"       6";"       0";"       1";"       2";"       0";"       0";"       0";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       0";"       0"
"52081";"4000   ";"41650";"GM0546";"2022JJ00";"       4";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       1"
"52082";"4000   ";"41650";"GM0546";"2023JJ00";"       5";"       0";"       0";"       3";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"52083";"4000   ";"41650";"GM0546";"2024JJ00";"       1";"       2";"       1";"       1";"       0";"       0";"       0";"       1";"       1";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       0";"       0"
"52110";"4000   ";"41650";"GM0935";"2022JJ00";"       4";"       0";"       2";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0"
"52111";"4000   ";"41650";"GM0935";"2023JJ00";"       1";"       1";"       1";"       1";"       0";"       0";"       0";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"52112";"4000   ";"41650";"GM0935";"2024JJ00";"       4";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"52139";"4000   ";"41650";"GM0268";"2022JJ00";"      18";"       1";"       1";"       1";"       0";"       0";"       0";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"52140";"4000   ";"41650";"GM0268";"2023JJ00";"       9";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"52141";"4000   ";"41650";"GM0268";"2024JJ00";"       8";"       0";"       1";"       2";"       0";"       0";"       0";"       0";"       2";"       0";"       0";"       2";"       0";"       2";"       0";"       0";"       0";"       0"
"52168";"4000   ";"41650";"GM0599";"2022JJ00";"      38";"       2";"       3";"       9";"       1";"       1";"       0";"       3";"       4";"       0";"       1";"       2";"       0";"       2";"       1";"       0";"       0";"       0"
"52169";"4000   ";"41650";"GM0599";"2023JJ00";"      24";"       0";"       1";"       7";"       0";"       0";"       0";"       3";"       4";"       0";"       0";"       3";"       2";"       1";"       1";"       0";"       0";"       0"
"52170";"4000   ";"41650";"GM0599";"2024JJ00";"      25";"       6";"       8";"      11";"       1";"       1";"       0";"       4";"       4";"       2";"       1";"       0";"       0";"       0";"       1";"       1";"       0";"       1"
"52197";"4000   ";"41650";"GM0855";"2022JJ00";"      16";"       1";"       2";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"52198";"4000   ";"41650";"GM0855";"2023JJ00";"      11";"       1";"       3";"       2";"       0";"       0";"       0";"       1";"       1";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"52199";"4000   ";"41650";"GM0855";"2024JJ00";"      13";"       1";"       3";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       0";"       0"
"52226";"4000   ";"41650";"GM0344";"2022JJ00";"      16";"       2";"       1";"       5";"       2";"       1";"       1";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"52227";"4000   ";"41650";"GM0344";"2023JJ00";"      10";"       0";"       3";"       3";"       0";"       0";"       0";"       0";"       1";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"52228";"4000   ";"41650";"GM0344";"2024JJ00";"      15";"       1";"       2";"       2";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"52255";"4000   ";"41650";"GM0479";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"52256";"4000   ";"41650";"GM0479";"2023JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"52257";"4000   ";"41650";"GM0479";"2024JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"52284";"4000   ";"41650";"GM0637";"2022JJ00";"       8";"       0";"       1";"       3";"       1";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       1"
"52285";"4000   ";"41650";"GM0637";"2023JJ00";"       4";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       1";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"52286";"4000   ";"41650";"GM0637";"2024JJ00";"       7";"       0";"       1";"       3";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"52313";"4000   ";"41650";"GM0193";"2022JJ00";"       6";"       0";"       1";"       2";"       1";"       1";"       0";"       1";"       1";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       0";"       0"
"52314";"4000   ";"41650";"GM0193";"2023JJ00";"       5";"       1";"       1";"       2";"       1";"       1";"       0";"       0";"       2";"       0";"       1";"       0";"       0";"       0";"       1";"       0";"       0";"       0"
"52315";"4000   ";"41650";"GM0193";"2024JJ00";"      11";"       1";"       3";"       3";"       0";"       0";"       0";"       2";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"52342";"4000   ";"60600";"NL01  ";"2022JJ00";"    1970";"      89";"      76";"     392";"      78";"      56";"      22";"     102";"     225";"      13";"      26";"     155";"       9";"     146";"      31";"      20";"       8";"      12"
"52343";"4000   ";"60600";"NL01  ";"2023JJ00";"    1870";"      64";"      86";"     388";"      92";"      73";"      19";"     106";"     197";"      15";"      17";"     136";"       6";"     130";"      29";"      17";"       2";"      15"
"52344";"4000   ";"60600";"NL01  ";"2024JJ00";"    1844";"      68";"      91";"     366";"      76";"      59";"      17";"      94";"     217";"      16";"      30";"     153";"       8";"     145";"      18";"      25";"       3";"      22"
"52371";"4000   ";"60600";"LD01  ";"2022JJ00";"     243";"      11";"       9";"      47";"      10";"       8";"       2";"      14";"      27";"       1";"       2";"      19";"       1";"      18";"       5";"       1";"       0";"       1"
"52372";"4000   ";"60600";"LD01  ";"2023JJ00";"     217";"       8";"      15";"      37";"       9";"       8";"       1";"      12";"      29";"       3";"       1";"      20";"       1";"      19";"       5";"       1";"       0";"       1"
"52373";"4000   ";"60600";"LD01  ";"2024JJ00";"     227";"      15";"      12";"      51";"      11";"       8";"       3";"      11";"      22";"       3";"       4";"      15";"       0";"      15";"       0";"       0";"       0";"       0"
"52400";"4000   ";"60600";"LD02  ";"2022JJ00";"     416";"      14";"      19";"      87";"      20";"      13";"       7";"      18";"      48";"       4";"       3";"      30";"       0";"      30";"      11";"       7";"       6";"       1"
"52401";"4000   ";"60600";"LD02  ";"2023JJ00";"     413";"      14";"      14";"     100";"      24";"      21";"       3";"      32";"      40";"       3";"       1";"      31";"       2";"      29";"       5";"       6";"       1";"       5"
"52402";"4000   ";"60600";"LD02  ";"2024JJ00";"     384";"      12";"      24";"      69";"      11";"       9";"       2";"      25";"      57";"       3";"       8";"      37";"       5";"      32";"       9";"       6";"       1";"       5"
"52429";"4000   ";"60600";"LD03  ";"2022JJ00";"     909";"      44";"      29";"     160";"      30";"      20";"      10";"      47";"      85";"       8";"      12";"      56";"       4";"      52";"       9";"       9";"       2";"       7"
"52430";"4000   ";"60600";"LD03  ";"2023JJ00";"     810";"      25";"      40";"     164";"      42";"      31";"      11";"      35";"      79";"       6";"       8";"      53";"       3";"      50";"      12";"       5";"       1";"       4"
"52431";"4000   ";"60600";"LD03  ";"2024JJ00";"     830";"      27";"      42";"     147";"      36";"      28";"       8";"      43";"      81";"       7";"      10";"      57";"       0";"      57";"       7";"      12";"       2";"      10"
"52458";"4000   ";"60600";"LD04  ";"2022JJ00";"     402";"      20";"      19";"      98";"      18";"      15";"       3";"      23";"      65";"       0";"       9";"      50";"       4";"      46";"       6";"       3";"       0";"       3"
"52459";"4000   ";"60600";"LD04  ";"2023JJ00";"     430";"      17";"      17";"      87";"      17";"      13";"       4";"      27";"      49";"       3";"       7";"      32";"       0";"      32";"       7";"       5";"       0";"       5"
"52460";"4000   ";"60600";"LD04  ";"2024JJ00";"     403";"      14";"      13";"      99";"      18";"      14";"       4";"      15";"      57";"       3";"       8";"      44";"       3";"      41";"       2";"       7";"       0";"       7"
"52487";"4000   ";"60600";"PV20  ";"2022JJ00";"      69";"       1";"       3";"      17";"       7";"       6";"       1";"       3";"      11";"       0";"       2";"       7";"       0";"       7";"       2";"       1";"       0";"       1"
"52488";"4000   ";"60600";"PV20  ";"2023JJ00";"      84";"       3";"       4";"      15";"       7";"       6";"       1";"       3";"      16";"       1";"       0";"      10";"       1";"       9";"       5";"       0";"       0";"       0"
"52489";"4000   ";"60600";"PV20  ";"2024JJ00";"      80";"       9";"       2";"      17";"       5";"       4";"       1";"       3";"       7";"       2";"       0";"       5";"       0";"       5";"       0";"       0";"       0";"       0"
"52516";"4000   ";"60600";"PV21  ";"2022JJ00";"      93";"       3";"       3";"      10";"       2";"       1";"       1";"       2";"       8";"       1";"       0";"       5";"       0";"       5";"       2";"       0";"       0";"       0"
"52517";"4000   ";"60600";"PV21  ";"2023JJ00";"      64";"       5";"       9";"      12";"       2";"       2";"       0";"       3";"       7";"       1";"       0";"       6";"       0";"       6";"       0";"       0";"       0";"       0"
"52518";"4000   ";"60600";"PV21  ";"2024JJ00";"      83";"       2";"       3";"      17";"       5";"       3";"       2";"       4";"       6";"       1";"       3";"       2";"       0";"       2";"       0";"       0";"       0";"       0"
"52545";"4000   ";"60600";"PV22  ";"2022JJ00";"      81";"       7";"       3";"      20";"       1";"       1";"       0";"       9";"       8";"       0";"       0";"       7";"       1";"       6";"       1";"       0";"       0";"       0"
"52546";"4000   ";"60600";"PV22  ";"2023JJ00";"      69";"       0";"       2";"      10";"       0";"       0";"       0";"       6";"       6";"       1";"       1";"       4";"       0";"       4";"       0";"       1";"       0";"       1"
"52547";"4000   ";"60600";"PV22  ";"2024JJ00";"      64";"       4";"       7";"      17";"       1";"       1";"       0";"       4";"       9";"       0";"       1";"       8";"       0";"       8";"       0";"       0";"       0";"       0"
"52574";"4000   ";"60600";"PV23  ";"2022JJ00";"     121";"       9";"       6";"      30";"      10";"       5";"       5";"       3";"      10";"       0";"       2";"       7";"       0";"       7";"       1";"       2";"       2";"       0"
"52575";"4000   ";"60600";"PV23  ";"2023JJ00";"     130";"       3";"       4";"      36";"       9";"       9";"       0";"      14";"      13";"       0";"       0";"      10";"       0";"      10";"       3";"       3";"       1";"       2"
"52576";"4000   ";"60600";"PV23  ";"2024JJ00";"     131";"       3";"       6";"      30";"       2";"       2";"       0";"      11";"      13";"       1";"       2";"       6";"       1";"       5";"       4";"       3";"       0";"       3"
"52603";"4000   ";"60600";"PV24  ";"2022JJ00";"      40";"       1";"       1";"       5";"       1";"       1";"       0";"       1";"       5";"       1";"       0";"       4";"       0";"       4";"       0";"       0";"       0";"       0"
"52604";"4000   ";"60600";"PV24  ";"2023JJ00";"      43";"       3";"       2";"      13";"       2";"       2";"       0";"       3";"       1";"       0";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0"
"52605";"4000   ";"60600";"PV24  ";"2024JJ00";"      40";"       0";"       2";"       6";"       3";"       2";"       1";"       0";"       6";"       1";"       0";"       5";"       0";"       5";"       0";"       1";"       1";"       0"
"52632";"4000   ";"60600";"PV25  ";"2022JJ00";"     255";"       4";"      12";"      52";"       9";"       7";"       2";"      14";"      33";"       3";"       1";"      19";"       0";"      19";"      10";"       5";"       4";"       1"
"52633";"4000   ";"60600";"PV25  ";"2023JJ00";"     240";"       8";"       8";"      51";"      13";"      10";"       3";"      15";"      26";"       3";"       1";"      20";"       2";"      18";"       2";"       3";"       0";"       3"
"52634";"4000   ";"60600";"PV25  ";"2024JJ00";"     213";"       9";"      16";"      33";"       6";"       5";"       1";"      14";"      38";"       1";"       6";"      26";"       4";"      22";"       5";"       2";"       0";"       2"
"52661";"4000   ";"60600";"PV26  ";"2022JJ00";"     122";"       3";"       4";"      28";"       4";"       2";"       2";"      11";"      15";"       1";"       2";"      10";"       1";"       9";"       2";"       0";"       0";"       0"
"52662";"4000   ";"60600";"PV26  ";"2023JJ00";"     150";"       5";"       6";"      26";"       7";"       6";"       1";"       6";"      15";"       0";"       1";"      14";"       1";"      13";"       0";"       1";"       0";"       1"
"52663";"4000   ";"60600";"PV26  ";"2024JJ00";"     134";"       5";"       7";"      24";"       7";"       6";"       1";"       7";"       8";"       0";"       1";"       6";"       0";"       6";"       1";"       3";"       1";"       2"
"52690";"4000   ";"60600";"PV27  ";"2022JJ00";"     326";"      19";"      14";"      52";"      11";"       9";"       2";"      16";"      23";"       1";"       3";"      14";"       2";"      12";"       5";"       3";"       1";"       2"
"52691";"4000   ";"60600";"PV27  ";"2023JJ00";"     268";"       8";"      13";"      56";"      11";"       7";"       4";"      10";"      20";"       2";"       4";"       8";"       0";"       8";"       6";"       1";"       1";"       0"
"52692";"4000   ";"60600";"PV27  ";"2024JJ00";"     300";"       4";"      12";"      51";"      11";"       9";"       2";"      19";"      24";"       0";"       3";"      18";"       0";"      18";"       3";"       6";"       0";"       6"
"52719";"4000   ";"60600";"PV28  ";"2022JJ00";"     410";"      18";"      11";"      69";"      13";"       7";"       6";"      16";"      40";"       6";"       5";"      27";"       0";"      27";"       2";"       6";"       1";"       5"
"52720";"4000   ";"60600";"PV28  ";"2023JJ00";"     359";"      11";"      17";"      71";"      20";"      14";"       6";"      18";"      40";"       4";"       3";"      27";"       2";"      25";"       6";"       3";"       0";"       3"
"52721";"4000   ";"60600";"PV28  ";"2024JJ00";"     344";"      14";"      22";"      67";"      17";"      12";"       5";"      16";"      47";"       7";"       6";"      31";"       0";"      31";"       3";"       3";"       1";"       2"
"52748";"4000   ";"60600";"PV29  ";"2022JJ00";"      51";"       4";"       0";"      11";"       2";"       2";"       0";"       4";"       7";"       0";"       2";"       5";"       1";"       4";"       0";"       0";"       0";"       0"
"52749";"4000   ";"60600";"PV29  ";"2023JJ00";"      33";"       1";"       4";"      11";"       4";"       4";"       0";"       1";"       4";"       0";"       0";"       4";"       0";"       4";"       0";"       0";"       0";"       0"
"52750";"4000   ";"60600";"PV29  ";"2024JJ00";"      52";"       4";"       1";"       5";"       1";"       1";"       0";"       1";"       2";"       0";"       0";"       2";"       0";"       2";"       0";"       0";"       0";"       0"
"52777";"4000   ";"60600";"PV30  ";"2022JJ00";"     277";"      12";"      12";"      60";"      10";"       8";"       2";"      15";"      45";"       0";"       7";"      33";"       3";"      30";"       5";"       2";"       0";"       2"
"52778";"4000   ";"60600";"PV30  ";"2023JJ00";"     284";"       7";"      14";"      62";"      12";"       8";"       4";"      19";"      30";"       1";"       5";"      19";"       0";"      19";"       5";"       3";"       0";"       3"
"52779";"4000   ";"60600";"PV30  ";"2024JJ00";"     265";"       7";"      10";"      69";"      11";"       8";"       3";"       6";"      35";"       1";"       8";"      25";"       2";"      23";"       1";"       6";"       0";"       6"
"52806";"4000   ";"60600";"PV31  ";"2022JJ00";"     125";"       8";"       7";"      38";"       8";"       7";"       1";"       8";"      20";"       0";"       2";"      17";"       1";"      16";"       1";"       1";"       0";"       1"
"52807";"4000   ";"60600";"PV31  ";"2023JJ00";"     146";"      10";"       3";"      25";"       5";"       5";"       0";"       8";"      19";"       2";"       2";"      13";"       0";"      13";"       2";"       2";"       0";"       2"
"52808";"4000   ";"60600";"PV31  ";"2024JJ00";"     138";"       7";"       3";"      30";"       7";"       6";"       1";"       9";"      22";"       2";"       0";"      19";"       1";"      18";"       1";"       1";"       0";"       1"
"52835";"4000   ";"60600";"CR01  ";"2022JJ00";"      20";"       0";"       0";"       5";"       2";"       1";"       1";"       1";"       3";"       0";"       0";"       3";"       0";"       3";"       0";"       0";"       0";"       0"
"52836";"4000   ";"60600";"CR01  ";"2023JJ00";"      18";"       2";"       1";"       4";"       3";"       3";"       0";"       0";"       7";"       0";"       0";"       5";"       1";"       4";"       2";"       0";"       0";"       0"
"52837";"4000   ";"60600";"CR01  ";"2024JJ00";"      21";"       6";"       0";"       7";"       3";"       2";"       1";"       1";"       2";"       1";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0"
"52864";"4000   ";"60600";"CR02  ";"2022JJ00";"       2";"       1";"       0";"       1";"       1";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       1"
"52865";"4000   ";"60600";"CR02  ";"2023JJ00";"       8";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"52866";"4000   ";"60600";"CR02  ";"2024JJ00";"      10";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0"
"52893";"4000   ";"60600";"CR03  ";"2022JJ00";"      47";"       0";"       3";"      11";"       4";"       4";"       0";"       2";"       8";"       0";"       2";"       4";"       0";"       4";"       2";"       0";"       0";"       0"
"52894";"4000   ";"60600";"CR03  ";"2023JJ00";"      58";"       1";"       3";"      11";"       4";"       3";"       1";"       3";"       9";"       1";"       0";"       5";"       0";"       5";"       3";"       0";"       0";"       0"
"52895";"4000   ";"60600";"CR03  ";"2024JJ00";"      49";"       3";"       2";"      10";"       2";"       2";"       0";"       2";"       4";"       1";"       0";"       3";"       0";"       3";"       0";"       0";"       0";"       0"
"52922";"4000   ";"60600";"CR04  ";"2022JJ00";"      38";"       2";"       2";"       3";"       0";"       0";"       0";"       0";"       6";"       1";"       0";"       3";"       0";"       3";"       2";"       0";"       0";"       0"
"52923";"4000   ";"60600";"CR04  ";"2023JJ00";"      27";"       2";"       6";"       7";"       2";"       2";"       0";"       2";"       3";"       0";"       0";"       3";"       0";"       3";"       0";"       0";"       0";"       0"
"52924";"4000   ";"60600";"CR04  ";"2024JJ00";"      51";"       1";"       0";"       6";"       1";"       1";"       0";"       2";"       4";"       0";"       2";"       2";"       0";"       2";"       0";"       0";"       0";"       0"
"52951";"4000   ";"60600";"CR05  ";"2022JJ00";"      23";"       1";"       0";"       2";"       1";"       0";"       1";"       0";"       2";"       0";"       0";"       2";"       0";"       2";"       0";"       0";"       0";"       0"
"52952";"4000   ";"60600";"CR05  ";"2023JJ00";"      14";"       0";"       3";"       1";"       0";"       0";"       0";"       1";"       2";"       1";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0"
"52953";"4000   ";"60600";"CR05  ";"2024JJ00";"      11";"       0";"       1";"       4";"       2";"       1";"       1";"       0";"       1";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"52980";"4000   ";"60600";"CR06  ";"2022JJ00";"      32";"       0";"       1";"       5";"       1";"       1";"       0";"       2";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"52981";"4000   ";"60600";"CR06  ";"2023JJ00";"      23";"       3";"       0";"       4";"       0";"       0";"       0";"       0";"       2";"       0";"       0";"       2";"       0";"       2";"       0";"       0";"       0";"       0"
